Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.6052151341765955e7
new_england_naturalgas,3.50866213975243e8
new_england_uranium,7.716707870523834e7
middle_atlantic_naturalgas,9.919956418015155e8
middle_atlantic_uranium,2.621684017674028e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0830085642780101e9
east_north_central_naturalgas,1.3681344915867212e9
east_north_central_uranium,3.008150451933025e-7
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
