Constraint,Price
MinCapReq_1,285814.517119485
MinCapReq_2,0.0
MinCapReq_3,260663.0722473375
MinCapReq_4,3684.7723451491756
MinCapReq_5,13706.258850298567
MinCapReq_6,14734.0
MinCapReq_7,0.0
MinCapReq_8,123088.21141229976
MinCapReq_9,7879.851044626805
MinCapReq_10,10651.938337041993
MinCapReq_11,61694.96069612986
MinCapReq_12,295148.7684159224
MinCapReq_13,10030.686380755875
