Constraint,Price
MinCapReq_1,276287.22278896027
MinCapReq_2,0.0
MinCapReq_3,241437.52459678188
MinCapReq_4,0.0
MinCapReq_5,1303.1188353049129
MinCapReq_6,883.1729486496813
MinCapReq_7,0.0
MinCapReq_8,413012.419583055
MinCapReq_9,0.0
MinCapReq_10,4560.636852079893
MinCapReq_11,112710.33276929302
MinCapReq_12,343776.60097275604
MinCapReq_13,43760.214733775196
