CO2_Cap,CO2_Price
CO2_Cap_1,507.61049659805366
CO2_Cap_2,539.3608185032381
CO2_Cap_3,533.9143116789991
CO2_Cap_4,539.9428109075209
CO2_Cap_5,535.502178905464
CO2_Cap_6,544.4969288053097
CO2_Cap_7,573.2004564840488
CO2_Cap_8,533.6889718932833
CO2_Cap_9,523.8922569821923
CO2_Cap_10,421.27524200502995
CO2_Cap_11,445.9345212159141
