Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.7220757207208106e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.558879661153789e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.2586459529995053e9
new_england_naturalgas_ccs100,3.498691700199607e8
middle_atlantic_naturalgas_ccs100,8.351457847939543e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.7120741696527288e9
None,0.0
