CO2_Cap,CO2_Price
CO2_Cap_1,248871.83865135824
CO2_Cap_2,231332.15913250332
CO2_Cap_3,219425.50279336562
CO2_Cap_4,219425.50279336562
CO2_Cap_5,219425.50279336562
CO2_Cap_6,219425.50279336562
CO2_Cap_7,387296.36504161445
CO2_Cap_8,189136.87143501238
CO2_Cap_9,189136.87143501238
CO2_Cap_10,212065.73361322298
CO2_Cap_11,455556.8395582475
