Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.868483944312003e7
new_england_naturalgas,3.60082763023418e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0903087808050494e9
middle_atlantic_uranium,5.364790245772425e8
middle_atlantic_coal,0.0
east_north_central_coal,2.150188134183465e9
east_north_central_naturalgas,1.211461490151838e9
east_north_central_uranium,2.4859453055493432e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
