Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.617183673083105e7
new_england_naturalgas,3.694847747297472e8
new_england_uranium,0.0
middle_atlantic_naturalgas,9.672751242559532e8
middle_atlantic_uranium,5.201004308187489e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1428255412510402e9
east_north_central_naturalgas,1.3116129800483248e9
east_north_central_uranium,2.5842999094683844e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
