Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.761719171120426e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.65549193852125e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.5704141082381039e9
new_england_naturalgas_ccs100,3.817008122003968e8
middle_atlantic_naturalgas_ccs100,6.436552739133979e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.9181219857753747e9
None,0.0
