Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.620443060368016e7
new_england_naturalgas,3.961768339356989e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0669908243970743e9
middle_atlantic_uranium,4.596673966257324e8
middle_atlantic_coal,0.0
east_north_central_coal,2.111529861812048e9
east_north_central_naturalgas,1.248400136262016e9
east_north_central_uranium,2.5694997645016882e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
