Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.554338527071993e7
new_england_naturalgas,3.480619908897407e8
new_england_uranium,4.175525089280149e7
middle_atlantic_naturalgas,1.0878446180951703e9
middle_atlantic_uranium,5.049444187788657e8
middle_atlantic_coal,0.0
east_north_central_coal,1.988966524599267e9
east_north_central_naturalgas,1.3741065499993703e9
east_north_central_uranium,2.39780596123937e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
