Zone,1,2,3,4,5,6,7,8,9,10,11,Total
AnnualSum,2.401376989763234e7,94534.94294302797,-3.5884967734531866e-13,2.906581738243175e6,389359.09869696025,6.739093934018263e6,1.6402308225162034e6,8.466942855815705e6,1.3494891375647066e6,3.590107810121485e7,2.663711250908733e8,3.478722056195185e8
t1,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t2,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t3,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t4,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t5,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t6,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t7,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,21913.227923707946,29986.85020285716
t8,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,23711.841937562203,31785.46421671142
t9,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,21520.746517730975,29594.36879688019
t10,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t11,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t12,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t13,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t14,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t15,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t16,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704638,19498.270397822525,27571.892676971744
t17,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3569.7108423328295,28162.070339333248,36564.19884704483
t18,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,36505.405026379325,45525.79258340143
t19,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,37971.496350499656,46991.88390752177
t20,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,38051.308014928574,47071.69557195068
t21,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,37725.962238375,46746.34979539711
t22,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,37070.51325416973,46090.90081119184
t23,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,36705.93193789266,45726.31949491477
t24,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3998.616836068778,36505.405026379325,45336.43952782686
t25,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3403.5051560374873,36505.405026379325,45025.756001869166
t26,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,36505.405026379325,44863.45545960214
t27,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,33916.40874097924,42274.45917420206
t28,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,35576.52392716543,43934.574360388244
t29,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3752.1684052516744,34490.35978412611,43359.374008830135
t30,2737.7846414676314,11.854065622,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,37438.13337888945,46746.35605136116
t31,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643355,41451.475389062296,50769.034446074
t32,2737.7846414676314,21.190450162,-4.852326595994327e-15,331.80156829260005,44.447385696000005,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4300.174466978275,42034.22000339795,51463.98363574458
t33,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643355,40885.26779026365,50202.826847275355
t34,2737.7846414676314,17.783488786,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4246.541627635317,37833.86940952083,47206.5932411485
t35,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,30691.670668826908,39996.486379922615
t36,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4049.7514442056777,21656.996542806235,30823.593806464265
t37,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3998.616836068777,19498.270397822525,28613.733053343654
t38,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27856.32083104534
t39,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3462.420258754036,19498.270397822525,28077.536476028916
t40,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3918.904204397654,19498.270397822525,28534.020421672532
t41,2737.7846414676314,17.783488786,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643355,25582.0053037731,34896.15739940881
t42,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.447385696000005,745.0630845336001,186.75713975415152,934.8006819932612,151.15210753271992,5164.4928034422965,37316.920715242915,47634.410578117175
t43,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,266.159585489275,934.8006819932612,151.15210753271992,5520.749608461194,41908.05369537309,52661.20280900138
t44,2737.7846414676314,21.190450162,-4.852326595994327e-15,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,5038.260225545513,41939.46505788613,52232.2084815635
t45,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.447385696000005,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,42781.70903020038,52099.26808721208
t46,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,41634.22156693041,50951.78062394212
t47,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,39791.026872030256,49108.58592904196
t48,2737.7846414676314,11.854065622,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3976.088396638105,37143.065490417925,46239.40666788438
t49,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3430.5576693450416,36872.326874626255,45135.30220935005
t50,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,36505.405026379325,44579.02730552854
t51,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,36505.405026379325,44579.02730552854
t52,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,36945.824135032904,45019.44641418212
t53,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,37592.88432305895,45666.50660220817
t54,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,39218.40728954125,47292.029568690465
t55,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3736.200769827736,41924.74514046131,50493.3635756678
t56,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3426.6662702081485,41726.130807528345,49985.21474311525
t57,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,38956.10253923943,47029.72481838865
t58,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,36138.65818049398,44212.280459643196
t59,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,32832.29714832825,40905.91942747747
t60,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,26917.164970563757,34990.78724971297
t61,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,23196.12299119784,31269.745270347055
t62,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t63,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,21951.82968599609,30025.45196514531
t64,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3618.3637110507,24876.812149293586,33327.59352572304
t65,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643356,36505.405026379325,45525.79258340143
t66,2737.7846414676314,17.783488786,0.0,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,5025.203829694934,39595.07543037367,49871.35549682446
t67,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,5011.554823403605,42540.37440360356,52806.41242513902
t68,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,961.75442733215,151.15210753271992,5685.239381387937,41309.270920846575,52275.947245705254
t69,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.447385696000005,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,5196.835870226496,41800.90763473723,52252.226703095585
t70,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,4781.861836359178,41546.28563983174,51582.63067432277
t71,2737.7846414676314,21.190450162,0.0,331.80156829260005,44.44738569600001,745.0630845336001,288.24327845404,934.8006819932612,151.15210753271992,4187.969891643355,41604.84938606654,51047.302475841745
t72,2737.7846414676314,17.783488786,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,4187.969891643355,40156.755247026864,49470.90734266257
t73,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.447385696000005,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3582.632821485275,28562.05920757404,37261.53784851167
t74,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3827.8313728585954,21145.1569018649,30089.834094175847
t75,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.447385696000005,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3862.700658939156,23431.412842848767,32410.959321240276
t76,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3281.381977611499,23834.214115558287,32232.44191262214
t77,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3964.841799693358,25061.99277365845,34143.68039280416
t78,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3871.1905025761935,29587.809669434588,38575.84599146314
t79,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3796.0317446420313,30928.38544081358,39841.26300490797
t80,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3973.5478823536955,33080.006303260365,42170.40000506641
t81,2737.7846414676314,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,21808.074851147296,30166.12528437011
t82,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t83,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t84,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
t85,2453.3564873940313,8.447104246,0.0,331.80156829260005,44.44738569600001,745.0630845336001,163.34924569054,934.8006819932612,151.15210753271992,3241.2046137704633,19498.270397822525,27571.892676971744
