Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.8037737600000024e7
new_england_naturalgas,4.595650939676552e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.2640462959460294e9
middle_atlantic_uranium,6.649524535187134e8
middle_atlantic_coal,0.0
east_north_central_coal,1.9062399757251515e9
east_north_central_naturalgas,7.129747281813426e8
east_north_central_uranium,3.258157084928826e-7
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
