Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,0.0,0.0
t2,0.0,0.0,0.0
t3,0.0,0.0,0.0
t4,0.0,0.0,0.0
t5,0.0,0.0,0.0
t6,0.0,0.0,0.0
t7,0.0,0.0,0.0
t8,0.0,0.0,1.2496513972994303
t9,0.0,0.0,1.2496513972994303
t10,0.0,0.0,0.0
t11,0.0,0.0,0.0
t12,0.0,0.0,0.0
t13,0.0,0.0,0.0
t14,0.08855044698542633,0.0,0.0
t15,0.0,0.0,0.0
t16,0.0,0.0,0.0
t17,0.0,0.0,0.0
t18,0.0,0.0,0.0
t19,0.0,0.0,-0.0
t20,0.0,0.0,-0.0
t21,0.0,0.0,0.0
t22,0.0,0.0,0.0
t23,0.0,0.0,0.0
t24,0.0,0.0,0.0
t25,0.0,0.0,0.0
t26,0.0,0.0,0.0
t27,0.0,0.0,0.0
t28,0.0,0.0,0.0
t29,0.0,0.0,0.0
t30,0.0,0.0,0.0
t31,0.0,0.0,0.0
t32,0.0,1.8689671727544521,0.0
t33,25.641409780646296,32.43066509805488,0.0795361246315889
t34,25.641409780646296,33.985794330817164,0.07953612463158694
t35,36.64677491481462,45.6996464398222,27.92244787796559
t36,36.646774914814614,45.6996464398222,39.688337482911
t37,36.646774914814614,45.6996464398222,39.688337482911
t38,36.64677491481462,45.6996464398222,39.688337482911
t39,36.646774914814614,45.6996464398222,39.688337482911
t40,36.646774914814614,45.6996464398222,39.688337482911
t41,36.646774914814614,45.6996464398222,39.688337482910995
t42,163.08727580384658,167.28689269987467,39.95443869351574
t43,27.191233340028244,32.43066509805488,31.87385796282331
t44,36.646774914814614,45.57233499026883,52.20745708664737
t45,36.646774914814614,104.90865426089886,112.99499311994589
t46,36.646774914814614,100.05600318310378,112.99499311994589
t47,36.646774914814614,56.42996175703103,112.99499311994589
t48,25.622140771399824,31.4365921576682,31.87385796282331
t49,0.0,0.0,0.0
t50,0.0,0.0,0.0
t51,0.0,0.0,0.0
t52,0.0,0.0,0.0
t53,0.0,0.0,0.0
t54,0.0,0.0,0.0
t55,0.0,0.0,0.0
t56,0.0,0.0,0.0
t57,0.0,0.0,0.0
t58,0.0,0.0,0.0
t59,0.0,0.0,0.0
t60,-3.191209479905011e-15,0.0,0.0
t61,-3.191209479905011e-15,0.03393890576561633,0.0
t62,2.1158589595247568,2.456222694889328,0.0
t63,2.456222694889328,2.456222694889328,0.0
t64,2.456222694889328,2.9327895325215145,0.0
t65,0.0,2.9242859645342585,1.0742275730265152
t66,0.0,2.448890786226267,2.456222694889328
t67,0.0,2.448890786226268,2.456222694889328
t68,27.63569041967993,33.54170380915362,36.61877311768651
t69,26.81015184326816,32.71616523274185,137.69440959245324
t70,23.054328534301337,28.960341923775026,34.29791836438308
t71,0.0,4.728723452631582,34.29791836438308
t72,0.0,0.0,0.13536794158588367
