Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,-0.0,-1212.7132023882614,-1200.0,760.0,1693.284378915536,-1000.0,1300.0,-951.9683135644871,2639.3078391298527,2888.186882242931,-1510.0,-1338.1706164959699,-778.1802665959624,1769.5492088272017,350.0,1320.0,-600.0
t2,-0.0,-1600.0,-1200.0,-248.3048436758087,222.48944380216736,1000.0,-126.6697500594516,-763.578699598706,-84.54754913696479,2888.186882242931,-324.16432748151476,2163.4121328774368,-1406.9669672209247,2580.0,350.0,1252.2557576558954,-600.0
t3,-0.0,-1600.0,-1200.0,-360.8197421217145,-452.31753911453785,1000.0,-785.6041012502847,-1058.528746103103,-573.3923703250052,2888.186882242931,-126.9299743615426,-1348.6120889916447,-2409.5732380420027,94.7950052886016,350.0,-1320.0,-600.0
t4,-0.0,-1600.0,-1200.0,-760.0,-105.1321258552754,1000.0,-402.3040404812963,-1200.0342967621523,-379.5475030668581,2888.186882242931,243.30507917037303,881.5183411434014,-2580.7876809529407,2580.0,350.0,867.6684248898347,-140.75342834391677
t5,-0.0,-1600.0,-1200.0,-760.0,445.11655321107156,1000.0,157.21081086874386,-1200.7671302728456,2015.78738505491,2888.186882242931,-1510.0,-2624.7762476740677,-2642.4988504710377,2580.0,350.0,887.8382018081708,-600.0
t6,-0.0,-220.3529065842583,-1200.0,-760.0,62.84670890798341,1000.0,-229.85746287458116,-1295.5375393660722,-1325.1311202076165,2888.186882242931,1510.0,-3407.816658859912,-2265.2772585630737,1415.123584770645,350.0,-286.2996203976579,-600.0
t7,-0.0,-1600.0,-1200.0,-371.4522229041994,253.35263689056728,1000.0,-54.093269204884095,-1224.317332300164,-1343.1762208157804,2888.186882242931,1510.0,612.7162642888112,-2159.021287545288,2580.0,350.0,1218.0732167071897,-600.0
t8,-0.0,-1600.0,-1200.0,-760.0,-234.7794199780708,1000.0,-581.1982113318154,-1126.3216440340113,-2094.0045803669254,2888.186882242931,1510.0,-2029.6584021524764,-2172.622919197798,2580.0,350.0,827.0344264424601,600.0
t9,-0.0,-1600.0,-1200.0,-760.0,-288.49502608225606,1000.0,-674.675488963011,-1130.5678688448631,-2053.9444585471856,2888.186882242931,1510.0,18.273728351871707,-1845.8533316919304,2580.0,350.0,805.7109926694694,600.0
t10,-0.0,-1600.0,-1200.0,-760.0,-280.8304738156573,1000.0,-727.0454945622901,-1055.088762639276,-1937.1406601641138,2888.186882242931,1510.0,1236.7869948628245,-1523.8777891840987,2580.0,350.0,658.1808012489788,-141.31589309223628
t11,-0.0,-1600.0,-1200.0,-760.0,-421.93454748370664,1000.0,-892.3371428296098,-971.7599605436399,3250.0,-2435.646530536763,1510.0,6950.0,-1008.1201531349894,2580.0,350.0,551.2698882265237,-600.0
t12,-0.0,-1600.0,-1200.0,-534.1235221807384,-199.48921681652138,1000.0,-700.8223682889335,-949.4285709941245,2832.2769819423743,-2064.8753844424,1510.0,6950.0,-653.4314822935546,2580.0,350.0,716.8918128864611,-600.0
t13,-0.0,-1600.0,-1200.0,-700.9482721641576,19.18621521954507,1000.0,-497.2066903442476,-284.1710609731556,2445.1180353029727,-2107.782671757336,1510.0,6950.0,-750.5231309304129,2580.0,350.0,507.8177401730892,-600.0
t14,-0.0,-1600.0,-1200.0,-570.4303920126861,-211.91944346437216,1000.0,-730.5534971183482,-510.1017568786019,2597.3374991737714,-2545.540836316368,1510.0,6950.0,-733.6638925195443,2580.0,350.0,536.7450807688017,-600.0
t15,-0.0,-1600.0,-1200.0,-760.0,-387.33506285062646,1000.0,-907.9389691159599,-676.2432507061329,-2664.737964043793,2888.186882242931,1510.0,2722.6600066226124,182.12698157593363,2580.0,350.0,413.73527467147426,-600.0
t16,-0.0,-1600.0,-1200.0,-760.0,-316.1973415666821,1000.0,-862.887802380015,-837.9125077112199,-2601.948876939601,2888.186882242931,1510.0,1428.4295454097296,-331.45448002068764,2580.0,350.0,244.03135279902529,-600.0
t17,-0.0,-1600.0,-1200.0,357.6654411521165,-22.618715535883567,1000.0,-539.6198177384143,-832.485309940216,3250.0,-2330.6398967775535,810.6753356680327,6677.11194914903,-567.1493535837628,2580.0,350.0,1320.0,-600.0
t18,-0.0,-1600.0,1200.0,368.9455951352827,149.7193563597779,1000.0,-411.7199066635817,-810.0134937672362,-2877.390219055672,2888.186882242931,1510.0,1087.2969031859525,1021.3869917897281,2580.0,350.0,1320.0,600.0
t19,-0.0,-1600.0,1200.0,677.3602371236157,56.64634409257931,1000.0,-607.2030562598753,-776.4074303547804,-3071.115025815019,2888.186882242931,1510.0,802.1223842588983,1333.2746641554618,2491.309001481266,350.0,1320.0,600.0
t20,-0.0,-1600.0,954.4074191122631,732.3966163508461,193.99128580279057,1000.0,-467.1815495262126,-1090.2197926126912,-2903.165425819581,2888.186882242931,1510.0,710.2547487239038,2037.9639001201676,2580.0,350.0,1320.0,600.0
t21,-0.0,-1600.0,-323.2565697720954,603.4524778745474,33.133845621791494,1000.0,-608.4810512136016,-959.7658957917567,-3250.0,2779.9753613133134,1510.0,817.2969719263833,780.6465352946751,2580.0,350.0,1320.0,600.0
t22,-0.0,824.9826985145278,-1200.0,516.5458800150836,33.70720324408026,1000.0,-585.6129498371699,-815.4539390681962,-3250.0,2555.0311217455755,1510.0,4816.792456349707,254.3313283180797,2580.0,350.0,1320.0,600.0
t23,-0.0,-754.1765479194974,-1200.0,524.0004287816681,-186.8452676915425,1000.0,-801.863141797836,-966.7627028758384,-3250.0,2550.711363582993,1510.0,1360.2262777600286,293.02794634862516,2580.0,350.0,1320.0,600.0
t24,-0.0,-531.5698261852584,-1200.0,255.8880017500919,77.42949936223545,1000.0,-475.55745303300375,-851.6396306464773,-3190.896720613736,2888.186882242931,1510.0,1114.239827372773,609.6477320773737,2580.0,350.0,1320.0,600.0
t25,-0.0,-0.0,-0.0,595.4222022947044,1054.4916413331998,-0.0,898.1917214824472,-629.7961774193797,1549.197159809626,2888.186882242931,-676.9173576611825,2677.3713435056643,4054.1285124838964,894.636765059874,-0.0,-187.3149211668692,-600.0
t26,-0.0,-0.0,842.731711455509,760.0,1006.249034265924,-0.0,867.2310049848313,-537.2030289489717,789.6674200968025,2888.186882242931,-0.0,1801.648182249275,3797.1212168701913,864.0913782123664,-0.0,-0.0,-0.0
t27,-0.0,-0.0,1200.0,760.0,888.2490179032744,-0.0,813.5123036116426,-479.7608900316273,806.1753808000865,2888.186882242931,-0.0,727.4270318880119,3367.984170540128,708.75366667932,-0.0,-0.0,-0.0
t28,-0.0,-0.0,1200.0,760.0,780.5794376611587,-0.0,724.0090505072753,-524.7479155586775,797.33663244727,2888.186882242931,-0.0,507.5977086220172,3228.67191659771,665.9516562355278,-0.0,-0.0,-0.0
t29,-0.0,-0.0,958.715425853549,760.0,993.1283316124267,-0.0,939.9892290820507,-585.4811521090646,1086.1061067288233,2888.186882242931,-0.0,510.8272924468862,3021.4495697616067,651.6180649573491,-0.0,-0.0,-0.0
t30,-0.0,-0.0,968.674969455724,760.0,172.21299192688258,1000.0,114.05604411034298,-672.8365747442593,334.70592765312904,2888.186882242931,-0.0,390.2954724793682,2496.4688600407835,1040.1465831480132,-0.0,352.2197372859084,-577.0420829893125
t31,-0.0,-0.0,-0.0,495.8517160280632,1337.5917678862902,-0.0,1236.3350569251986,-756.9718489466214,1980.536139895368,2888.186882242931,-526.5228515267087,3205.3532638074953,3259.0058490230276,2375.1401250359295,-0.0,1320.0,-600.0
t32,-0.0,-0.0,-0.0,328.22937806976324,1484.940836550915,-56.653704966570935,1300.0,-762.1619932056046,2850.882140971501,2888.186882242931,-1510.0,3988.0558084489535,4244.90851803644,1985.4431926677687,-0.0,564.4482186836497,-600.0
