Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,0.0,0.0
t2,0.0,0.0,0.0
t3,0.0,0.0,0.0
t4,0.0,0.0,0.0
t5,0.0,0.0,0.0
t6,0.0,0.0,0.0
t7,0.0,0.0,0.0
t8,0.0,0.0,0.0
t9,0.0,0.0,0.0
t10,0.0,0.0,0.0
t11,0.0,0.0,0.0
t12,0.0,0.0,0.0
t13,0.0,0.0,0.0
t14,0.0,0.0,0.0
t15,0.0,0.0,0.0
t16,0.0,0.0,0.0
t17,0.0,0.0,0.0
t18,0.17133715460792637,0.0,0.0
t19,0.17437946082372496,-0.0,0.0
t20,0.17437946082372496,-0.0,0.0
t21,0.17437946082372496,-0.0,0.0
t22,0.17261141793577478,-0.0,0.0
t23,0.17133715460792642,0.0,0.0
t24,0.0,0.0,0.0
t25,0.0,0.0,0.0
t26,0.0,0.0,0.0
t27,0.0,0.0,0.0
t28,9.551056414160527e-16,0.0,0.0
t29,0.0,0.0,0.0
t30,-0.0,0.0,0.0
t31,-0.0,0.0,0.0
t32,2.4562226948893287,2.4562226948893287,0.0
t33,5.81010132978836,5.902400134051685,0.0
t34,0.0,-0.0,0.0
t35,-0.0,0.0,0.0
t36,0.0,0.0,0.0
t37,0.0,0.0,0.0
t38,0.0,0.0,0.0
t39,0.0,0.0,0.0
t40,0.0,0.0,0.0
t41,-0.0,0.1452295704545883,0.0
t42,2.2962889264749773,0.2564086866441226,0.0
t43,2.2962889264749773,0.25640868664412264,0.0
t44,2.2962889264749773,0.25640868664412264,0.0
t45,2.2962889264749773,0.0,0.0
t46,2.2962889264749773,0.0,0.0
t47,2.2067206027919917,0.0,0.0
t48,-8.625935251226819e-17,0.0,0.0
t49,198.38101623055675,200.61836902947408,177.4182737663162
t50,198.38101623055675,197.3422444921548,177.4182737663162
t51,198.38101623055675,197.3422444921548,177.4182737663162
t52,198.38101623055675,197.3422444921548,177.4182737663162
t53,200.46678129611212,197.3422444921548,177.4182737663162
t54,234.64385402252822,213.3169431261583,211.91145169386175
t55,235.3509416569297,222.49273630441903,211.91145169386175
t56,248.1598424180295,248.1871185958053,211.91145169386175
t57,248.04188902535077,248.1871185958053,211.91145169386175
t58,186.44422467728901,186.25419235091033,189.7320774822541
