CO2_Cap,CO2_Price
CO2_Cap_1,497.99903484697575
CO2_Cap_2,473.1978098091919
CO2_Cap_3,444.18791598688955
CO2_Cap_4,445.2536617334618
CO2_Cap_5,445.12011017560525
CO2_Cap_6,445.28842556437644
CO2_Cap_7,449.017374805346
CO2_Cap_8,407.2259755147699
CO2_Cap_9,388.2413485574712
CO2_Cap_10,436.90218587792947
CO2_Cap_11,461.79449588630916
