Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.77221033419201e7
new_england_naturalgas,4.9319704061553794e8
new_england_uranium,1.7557254888100713e8
middle_atlantic_naturalgas,1.4029630813861482e9
middle_atlantic_uranium,6.621991876087414e8
middle_atlantic_coal,0.0
east_north_central_coal,2.355174515851517e9
east_north_central_naturalgas,1.4141144229725714e9
east_north_central_uranium,6.141701229930267e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
