Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.985770155580244e7
new_england_naturalgas,4.102573729654017e8
new_england_uranium,2.0561937175948266e7
middle_atlantic_naturalgas,1.0569929890450609e9
middle_atlantic_uranium,5.410060546398121e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1504662814513354e9
east_north_central_naturalgas,1.1156624781982188e9
east_north_central_uranium,4.2715010474004346e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
