CO2_Cap,CO2_Price
CO2_Cap_1,56687.03901599953
CO2_Cap_2,53372.64887052034
CO2_Cap_3,50978.33867363161
CO2_Cap_4,50978.33867363161
CO2_Cap_5,50963.751478442755
CO2_Cap_6,50978.33867363161
CO2_Cap_7,89141.83084328649
CO2_Cap_8,44171.904660518594
CO2_Cap_9,44171.904660518594
CO2_Cap_10,44480.904562018244
CO2_Cap_11,91877.93367582168
