Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.5366980830924806e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.240945054826535e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.4360818844797454e9
new_england_naturalgas_ccs100,2.288617210924042e8
middle_atlantic_naturalgas_ccs100,6.168403258775291e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.9457554234980328e9
None,0.0
