Fuel,AnnualSum
No_fuel,0.0
new_england_coal,-5.384919368798382e-9
new_england_naturalgas,471164.7191858431
new_england_uranium,1.751318762768156e8
middle_atlantic_naturalgas,4.240482472672438e6
middle_atlantic_uranium,6.864978086057678e8
middle_atlantic_coal,0.0
east_north_central_coal,-4.797251644733666e-8
east_north_central_naturalgas,471164.7191859163
east_north_central_uranium,1.3689158870757053e9
new_england_naturalgas_ccs100,3.3393460982644725e8
middle_atlantic_naturalgas_ccs100,7.539868866974552e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.8382402340198236e9
None,0.0
