Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.4060672713629186e7
new_england_naturalgas,3.444543131049397e8
new_england_uranium,6.0954113343400605e7
middle_atlantic_naturalgas,1.0764854651795526e9
middle_atlantic_uranium,5.054965461409161e8
middle_atlantic_coal,0.0
east_north_central_coal,1.9799459385707705e9
east_north_central_naturalgas,1.3550049555119908e9
east_north_central_uranium,2.386568888057906e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
