Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.6291586015829615e7
new_england_naturalgas,3.856366611076865e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.1449468633280034e9
middle_atlantic_uranium,4.574893637963213e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0456652819288847e9
east_north_central_naturalgas,1.2856536710197666e9
east_north_central_uranium,2.528874239902741e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
