CO2_Cap,CO2_Price
CO2_Cap_1,159858.85212179605
CO2_Cap_2,153778.34679581763
CO2_Cap_3,146995.80280837457
CO2_Cap_4,146995.80280837457
CO2_Cap_5,146995.80280837457
CO2_Cap_6,146995.80280837457
CO2_Cap_7,256708.84395180942
CO2_Cap_8,127454.75031911446
CO2_Cap_9,127468.84582302003
CO2_Cap_10,135911.6246030408
CO2_Cap_11,290713.72545941087
