CO2_Cap,CO2_Price
CO2_Cap_1,289680.33803666645
CO2_Cap_2,285280.3884821404
CO2_Cap_3,273859.8885015579
CO2_Cap_4,273859.8885015579
CO2_Cap_5,273845.0764823401
CO2_Cap_6,273859.8885015579
CO2_Cap_7,475379.1574404428
CO2_Cap_8,238226.20455055434
CO2_Cap_9,238226.20455055434
CO2_Cap_10,242738.41860383024
CO2_Cap_11,514688.36532087653
