Resource,NENG_Rest_hydroelectric_pumped_storage_1,NY_Z_A_hydroelectric_pumped_storage_1,NY_Z_F_hydroelectric_pumped_storage_1,PJM_EMAC_hydroelectric_pumped_storage_1,PJM_Rest_hydroelectric_pumped_storage_1,NENG_Rest_battery_moderate_0,NY_Z_A_battery_moderate_0,NY_Z_B_battery_moderate_0,NY_Z_C&E_battery_moderate_0,NY_Z_D_battery_moderate_0,NY_Z_F_battery_moderate_0,NY_Z_G-I_battery_moderate_0,NY_Z_J_battery_moderate_0,NY_Z_K_battery_moderate_0,PJM_EMAC_battery_moderate_0,PJM_Rest_battery_moderate_0,NY_Z_A_res_water_heat_1,NY_Z_B_res_water_heat_1,NY_Z_C&E_res_water_heat_1,NY_Z_D_res_water_heat_1,NY_Z_F_res_water_heat_1,NY_Z_G-I_res_water_heat_1,NY_Z_J_res_water_heat_1,NY_Z_K_res_water_heat_1,PJM_EMAC_res_water_heat_1,PJM_Rest_res_water_heat_1,NENG_Rest_res_water_heat_1,NY_Z_A_trans_light_duty_1,NY_Z_B_trans_light_duty_1,NY_Z_C&E_trans_light_duty_1,NY_Z_D_trans_light_duty_1,NY_Z_F_trans_light_duty_1,NY_Z_G-I_trans_light_duty_1,NY_Z_J_trans_light_duty_1,NY_Z_K_trans_light_duty_1,PJM_EMAC_trans_light_duty_1,PJM_Rest_trans_light_duty_1,NENG_Rest_trans_light_duty_1,Total
t104,1830.0,0.0,79.24897006463607,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.368173973179866,6.36152001022347,12.552260959769797,1.451622015755691,7.685057730471304,14.217356801371915,50.934854846957045,17.334074658729723,150.64000050642136,672.7934334629629,121.4771655492144,2.923049608690545,2.2119049891265705,4.379669967383652,0.5051579021730305,2.6778273260822782,4.953490108686998,17.74918881518638,6.047181489119868,59.40352047059904,184.41015564023047,47.17839439186742,3305.50403128884
t105,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,741.3629732299993,-0.0,16.991419272373143,0.0,0.0,13.073161824569036,7.656280291574143,10.479867156598985,1.2119574262733517,6.416245197917746,0.0,42.525447339532604,14.472197501970026,236.60593886173774,1064.6527980889548,190.1006131223644,5.533568559452914,4.187314463612861,8.291068328173578,0.9563046335967287,5.069343009163241,9.377356115851414,33.6006453299666,11.44780207014336,112.99492794734886,350.3230138848842,89.51641449277405,6213.546658148833
t106,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,-0.0,1262.5576816887994,400.5358340833315,-0.0,0.0,-0.0,2.6098820002365137,803.8298044643234,0.0,16.515229532932665,12.554944900035547,24.772844299398994,2.8648867557128095,15.167047530244282,28.059037930951927,100.52382057545239,34.21011831821766,291.17026168127734,1316.663707718589,144.0691477387162,9.97109671416749,7.545242647801238,14.93991504320733,1.723192888522234,9.13459531197223,16.897328324344237,60.545971490892846,20.628124578135093,198.94379547999912,614.7869453143953,161.76026935779402,8809.68072636945
t107,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,724.457983495188,1769.12947389284,0.0,-0.0,1358.4274321340968,-0.0,0.0,2159.3490752734424,2821.944625379816,7.751953867141939,11.287279187900994,22.27154416941538,2.575620754286133,13.635639287397172,25.22593268168477,90.3739870548046,30.75594194824029,252.01724075277932,1174.1090334178566,214.25534211549305,13.949564701618836,10.55579476582231,20.900941742526207,2.4107469199106384,12.779299206516589,23.63936300106548,84.70381653550095,28.85874710922152,211.23712129005548,846.9313372389445,224.00343443270742,15394.238272356271
t108,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,724.457983495188,1829.0462768550992,397.2096888312817,-0.0,1095.3123956099007,-0.0,0.0,3045.5907210765854,5027.3115234381185,13.0914808021765,9.952197140430092,9.854691333873998,2.2709711595612294,12.022788491794742,22.242158709820274,79.68437039283961,27.118067375937027,218.78431800619677,382.4611878087435,188.34705331423794,18.538939545860217,14.02862707245463,27.777303715525456,3.2038771362812124,16.983659382616914,31.416659297514794,112.57117821555053,38.35320882557995,351.3968667781462,1107.4358525644923,296.6963219320818,18339.86036830789
t109,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,0.0,2813.7011354280403,0.0,0.0,0.0,-0.0,0.4736269792489698,1824.8403386374764,9836.961901980154,13.461118176866856,10.233196981393679,20.191677265300275,2.335091928640168,12.362251386918539,22.870165065799295,39.6156296071604,27.883744794938483,223.2104614931996,1028.9388121912566,193.42025452577445,23.423947545810964,17.72516836100796,35.096619393304,0.0,21.45885127518924,39.69494466655885,142.23366806760043,48.45927403353175,439.6917435866483,1393.4260766703112,247.73001591089087,21716.139715953024
t110,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,259.56440606600773,1821.3461952853,0.0,0.0,0.0,-0.0,-0.0,3350.827935586507,12934.356798030833,0.0,0.0,0.0,0.43138541777114137,0.0,4.225039532876174,0.0,23.321823428002077,186.93781499091895,0.0,160.75326355001752,24.1985341490791,18.311306881266233,36.25719965625442,4.181961438515349,22.16845578086777,41.00758303786895,146.93707229113636,50.0617325600915,454.3420275099196,1463.8847102017507,384.23709588453727,24624.052341279523
t111,1830.0,240.0,1166.7,0.0,-0.0,-0.0,-0.0,383.1375851909197,397.776725870336,-0.0,0.0,914.2810854274666,-0.0,0.0,420.3599693272558,11714.178795396725,9.48994689150898,7.214296361402234,14.234920337263464,1.6462152770984964,8.715257349344979,16.123226096288214,57.76278898760312,19.65774713241145,159.10653064569627,322.04960322579007,52.47401288045421,24.91392266926837,12.851126836172071,37.32908212022928,4.305594018346715,22.823828485604917,42.219902510001766,151.28101701356076,51.54172256914077,471.98999693728337,1520.437809160021,394.14296254477506,20468.745671261964
t112,1830.0,240.0,1166.7,0.0,0.0,-0.0,-0.0,724.457983495188,577.4600933555139,-0.0,-0.0,496.25383451047327,-0.0,0.0,0.0,7516.844116460081,3.218318982007192,2.446579226117712,11.434864579656661,1.3223993051303624,7.000937497748978,12.951734370835608,46.400657971191826,15.791003467144913,130.7471116931136,620.8560446454604,108.11449892243672,25.98999179088671,19.666923318271657,38.94138031755341,4.491558983995523,23.80962335205394,44.043442464422114,157.81506760271645,21.696544870767738,502.39441624422085,51.497268850083856,409.99016929500783,14812.336565572075
t113,1830.0,240.0,1166.7,0.0,0.0,0.0,-0.0,514.5736660837727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,6.891734126483829,5.239124412480054,10.337601189725742,1.195504899492093,6.329143585546373,11.708915633260792,41.94815720864902,14.275734976287932,122.96867840050875,468.4943521287496,97.91148819710907,20.673603844954847,21.645474603282082,42.85899960250753,4.943423246425842,26.204942646102033,48.47434445524368,173.69173523121472,59.17709575575788,574.5428758829246,1834.8990739711192,0.0,7345.685670081599
