Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.6735748634088507e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,7.143788896613418e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.30202283549227e9
new_england_naturalgas_ccs100,3.035242856186763e8
middle_atlantic_naturalgas_ccs100,7.862074740022042e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.8417761126705875e9
None,0.0
