CO2_Cap,CO2_Price
CO2_Cap_1,132865.93707776326
CO2_Cap_2,124068.15877452283
CO2_Cap_3,117443.9383072611
CO2_Cap_4,117443.9383072611
CO2_Cap_5,117443.9383072611
CO2_Cap_6,117443.9383072611
CO2_Cap_7,207892.92305285097
CO2_Cap_8,101071.70514058387
CO2_Cap_9,101071.73519280195
CO2_Cap_10,114454.69610645232
CO2_Cap_11,245273.80795925704
