CO2_Cap,CO2_Price
CO2_Cap_1,120481.89415711348
CO2_Cap_2,116613.25267860346
CO2_Cap_3,111553.70758381131
CO2_Cap_4,111553.70758381131
CO2_Cap_5,111553.70758381131
CO2_Cap_6,111553.70758381131
CO2_Cap_7,194609.03774884882
CO2_Cap_8,96778.7654577854
CO2_Cap_9,96778.7654577854
CO2_Cap_10,101426.27030842635
CO2_Cap_11,215691.85781504735
