Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.766025979310509e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,7.091655595962031e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.3624237961043491e9
new_england_naturalgas_ccs100,3.546102041195127e8
middle_atlantic_naturalgas_ccs100,8.959293580682131e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.778084226546545e9
None,0.0
