Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,800.0,1.3364e7
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1544.4733747006458,9.612802284136819e6
14,729.4381304526365,5.610108661311228e6
15,0.0,0.0
16,212.94801972239242,2.976587419679601e6
17,157.8070166181537,4.898171988810873e6
