Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.753301080940743e7
new_england_naturalgas,3.297518796782998e8
new_england_uranium,3.2803250197973866e7
middle_atlantic_naturalgas,1.1452942169637794e9
middle_atlantic_uranium,4.726831829247347e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0809954034230535e9
east_north_central_naturalgas,1.1089782523812919e9
east_north_central_uranium,2.5607192850000083e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
