Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.747183936333537e7
new_england_naturalgas,3.8622512899463177e8
new_england_uranium,4.561801905939139e6
middle_atlantic_naturalgas,1.108507052911113e9
middle_atlantic_uranium,4.601575430127033e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0668059664429648e9
east_north_central_naturalgas,1.2558583964142663e9
east_north_central_uranium,2.4530952070502102e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
