Fuel,AnnualSum
No_fuel,0.0
new_england_coal,-5.397198285257055e-9
new_england_naturalgas,471164.7191858391
new_england_uranium,1.740587762367841e8
middle_atlantic_naturalgas,4.240482472672429e6
middle_atlantic_uranium,6.820669882461015e8
middle_atlantic_coal,0.0
east_north_central_coal,-4.8161346375974984e-8
east_north_central_naturalgas,471164.7191859121
east_north_central_uranium,1.3546130465039203e9
new_england_naturalgas_ccs100,2.7879867443031716e8
middle_atlantic_naturalgas_ccs100,7.85692993089469e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.9330290142445562e9
None,0.0
