CO2_Cap,CO2_Price
CO2_Cap_1,525.4303509414904
CO2_Cap_2,531.9900413557956
CO2_Cap_3,522.1797078831016
CO2_Cap_4,526.6297791115427
CO2_Cap_5,522.9301929862537
CO2_Cap_6,532.5331070946011
CO2_Cap_7,540.8177747092433
CO2_Cap_8,502.16263613576484
CO2_Cap_9,492.7097344612568
CO2_Cap_10,427.35558655840765
CO2_Cap_11,452.01486576929125
