Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,250.01800965464182,4.1765508512807917e6
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,500.0,1.206e7
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1191.4113705574982,7.415344370349869e6
14,287.52506088847434,2.211355243293256e6
15,0.0,0.0
16,660.0,9.22548e6
17,0.0,0.0
