CO2_Cap,CO2_Price
CO2_Cap_1,499.7834735353598
CO2_Cap_2,482.54768867449604
CO2_Cap_3,455.429032929202
CO2_Cap_4,455.25614587492987
CO2_Cap_5,452.66259259997685
CO2_Cap_6,455.06824515682644
CO2_Cap_7,457.5421505411044
CO2_Cap_8,390.56392466145013
CO2_Cap_9,394.41763489636196
CO2_Cap_10,411.164007748671
CO2_Cap_11,438.42280984021846
