Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.2191202834612854e7
new_england_naturalgas,3.2581559005096364e8
new_england_uranium,6.6579596700889885e7
middle_atlantic_naturalgas,1.095162522487253e9
middle_atlantic_uranium,6.719794948800008e8
middle_atlantic_coal,0.0
east_north_central_coal,2.184879303792204e9
east_north_central_naturalgas,9.654862154276289e8
east_north_central_uranium,0.0
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
