CO2_Cap,CO2_Price
CO2_Cap_1,259936.71727822055
CO2_Cap_2,240453.67353817463
CO2_Cap_3,227317.17139246382
CO2_Cap_4,227317.17139246382
CO2_Cap_5,227317.17139246382
CO2_Cap_6,227317.17139246382
CO2_Cap_7,403083.55835762084
CO2_Cap_8,195434.40154156584
CO2_Cap_9,195434.40154156584
CO2_Cap_10,226777.16745048153
CO2_Cap_11,490829.2100776343
