Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.8037737600000024e7
new_england_naturalgas,5.003789808555266e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.3900698481828403e9
middle_atlantic_uranium,6.712986308592229e8
middle_atlantic_coal,0.0
east_north_central_coal,2.185939995493831e9
east_north_central_naturalgas,9.379852506437345e8
east_north_central_uranium,2.777007059040493e-8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
