Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.991994153539896e7
new_england_naturalgas,4.1790382693302196e8
new_england_uranium,7.892283363964504e7
middle_atlantic_naturalgas,1.2702839238349116e9
middle_atlantic_uranium,1.6916097479272732e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0632595632080355e9
east_north_central_naturalgas,1.3999757994533565e9
east_north_central_uranium,3.21229563269299e-7
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
