Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.779952306560006e7
new_england_naturalgas,5.238367268486747e8
new_england_uranium,1.3197572505926464e8
middle_atlantic_naturalgas,1.5447658450730186e9
middle_atlantic_uranium,6.601744286713501e8
middle_atlantic_coal,0.0
east_north_central_coal,2.3428029496242075e9
east_north_central_naturalgas,1.4911901533658319e9
east_north_central_uranium,-9.495124686509366e-11
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
