Fuel,AnnualSum
No_fuel,0.0
new_england_coal,-5.385724537255997e-9
new_england_naturalgas,471164.7191858359
new_england_uranium,1.7899870102525502e8
middle_atlantic_naturalgas,4.240482472672427e6
middle_atlantic_uranium,7.204275770501443e8
middle_atlantic_coal,0.0
east_north_central_coal,-4.800586695560168e-8
east_north_central_naturalgas,471164.71918591333
east_north_central_uranium,1.288601559975426e9
new_england_naturalgas_ccs100,3.304357973403548e8
middle_atlantic_naturalgas_ccs100,7.565523078756629e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.6640028774761505e9
None,0.0
