Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.684666492799997e7
new_england_naturalgas,3.2663559892715234e8
new_england_uranium,6.682945727045276e7
middle_atlantic_naturalgas,1.0828853359760652e9
middle_atlantic_uranium,6.719794948799999e8
middle_atlantic_coal,0.0
east_north_central_coal,2.2135377867697334e9
east_north_central_naturalgas,1.0479950363302846e9
east_north_central_uranium,2.721347593216111e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
