Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.9054071971440025e7
new_england_naturalgas,3.735940480528625e8
new_england_uranium,4.447406006117871e7
middle_atlantic_naturalgas,1.0185499524445114e9
middle_atlantic_uranium,6.225690778509895e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1265569190327861e9
east_north_central_naturalgas,1.133047638179295e9
east_north_central_uranium,4.168565368469948e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
