Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.616566812092241e7
new_england_naturalgas,3.254599389644055e8
new_england_uranium,6.646461057768754e7
middle_atlantic_naturalgas,1.0886379864555435e9
middle_atlantic_uranium,6.71979494880001e8
middle_atlantic_coal,0.0
east_north_central_coal,2.1615849095007906e9
east_north_central_naturalgas,9.780081252002441e8
east_north_central_uranium,4.091015810763285e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
