Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.6758428420464775e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,6.409044640311778e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.2661339214053972e9
new_england_naturalgas_ccs100,3.0718317813208234e8
middle_atlantic_naturalgas_ccs100,7.986876599979858e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.7131186068556976e9
None,0.0
