CO2_Cap,CO2_Price
CO2_Cap_1,128212.548274737
CO2_Cap_2,119090.882393428
CO2_Cap_3,113080.11499194578
CO2_Cap_4,113080.11499194578
CO2_Cap_5,113080.11499194578
CO2_Cap_6,113080.11499194578
CO2_Cap_7,199316.65943003248
CO2_Cap_8,97547.48352612373
CO2_Cap_9,97547.48352612373
CO2_Cap_10,111466.29427854175
CO2_Cap_11,241786.3272245875
