Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.8037737600000024e7
new_england_naturalgas,5.02685547747377e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.389052946663457e9
middle_atlantic_uranium,6.719794948799994e8
middle_atlantic_coal,0.0
east_north_central_coal,2.2305160154392343e9
east_north_central_naturalgas,9.793082806248983e8
east_north_central_uranium,-3.2853131415322365e-7
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
