CO2_Cap,CO2_Price
CO2_Cap_1,229361.68609377055
CO2_Cap_2,213289.13422025452
CO2_Cap_3,203054.84396153432
CO2_Cap_4,203054.84396153432
CO2_Cap_5,203054.84396153432
CO2_Cap_6,203054.84396153432
CO2_Cap_7,356581.5157111535
CO2_Cap_8,175519.7245448497
CO2_Cap_9,175519.7245448497
CO2_Cap_10,188418.53728576994
CO2_Cap_11,400538.9734853793
