Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Total
AnnualSum,0.0,148229.52540950367,127695.254565531,124521.33346584933,50569.720296843734,213774.12007561125,68719.01690258509,122456.10092413558,109941.96047880506,327779.82620134536,431160.72802816535,463863.4980920531,266263.70711122034,154958.66976548775,10618.174869233339,151253.8130496203,114102.83043539482,2.8859082796713854e6
t1,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.31882076384419,20.898,1.68,19.404,-0.0,456.28082076384425
t2,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,5.003906096818639,461.2847268606629
t3,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.31882076384419,20.898,1.68,19.404,19.62,475.90082076384425
t4,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,19.62,475.90082076384425
t5,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,2.2769372166605977,458.55775798050485
t6,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t7,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t8,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.31882076384419,20.898,1.68,19.404,9.635481132959749,465.916301896804
t9,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t10,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t11,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.59999999999991,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384413
t12,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.59999999999991,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384413
t13,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t14,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t15,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t16,-0.0,28.16,30.12,19.75999999999999,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,18.975717666341904,475.25653843018614
t17,-0.0,28.16,30.12,19.759999999999998,10.422,25.4,12.35,21.6,32.824999999999996,54.18,56.323,77.84,45.318820763844194,20.898,1.68,19.404,-0.0,456.28082076384425
t18,0.0,-0.0,25.722049873406547,19.759999999999998,0.533544683821582,25.4,4.546827123794823,12.675967783269694,-0.0,-0.0,56.323,51.28048879693952,9.80919975832974,20.898,0.6563248945178792,19.404,-0.0,247.00940291407974
t19,0.0,1.3853830513247098,-0.0,17.166148660304085,1.0349166257668105,25.4,-0.0,13.72399293606599,-0.0,8.085175948644615,56.323,49.10501456981895,11.751985226312721,20.898,1.68,19.404,-0.0,225.95761701823784
t20,0.0,6.067784485125266,-0.0,17.88324398978072,0.0409722505778235,25.4,-0.0,16.448264485222538,-0.0,5.226703191547003,56.323,46.021633656904925,16.72863476802054,20.898,1.68,19.404,-0.0,232.1222368271788
t21,0.0,6.5684586698714025,-0.0,17.62366283365126,1.1061768419775813,25.4,-0.0,16.51090248922943,-0.0,4.441170769513151,56.323,45.38700791041518,7.9375620217573,20.898,1.68,19.404,-0.0,223.2799415364153
t22,0.0,-0.0,-0.0,15.905709611615206,-0.0,25.4,-0.0,14.40627097986355,-0.0,1.5560522109986343,56.323,32.01723887235232,6.057543959024445,20.898,1.68,19.404,-0.0,193.64781563385418
t23,0.0,-0.0,11.489980221717534,19.759999999999998,-0.0,25.4,3.7494660517699545,16.687355041036014,-0.0,-0.0,56.323,23.66648797477451,2.1491214017513585,20.898,0.5427891015450992,19.404,-0.0,200.07019979259445
t24,0.0,16.905403122773553,30.12,19.759999999999998,0.7989392823792048,25.4,3.1321312390489138,15.145947845599347,-0.0,1.7412337605745754,56.323,34.65358299500121,4.951061540256279,20.898,-0.0,19.404,-0.0,249.23329978563308
t25,0.0,-0.0,-0.0,19.759999999999998,-0.0,10.827873881200942,-0.0,14.019555647049623,-0.0,46.924824421045116,-0.0,23.49487038295301,26.840002739562735,7.225083922910355,-0.0,0.5669228356717946,-0.0,149.65913383039356
t26,0.0,-0.0,-0.0,19.759999999999998,0.5411400787237868,15.674265799734764,-0.0,14.215847358977731,-0.0,48.74638494227144,-0.0,14.155420214060262,24.174462235360284,5.549248456703701,-0.0,-0.0,-0.0,142.81676908583196
t27,0.0,-0.0,15.322112488324109,19.759999999999998,-0.0,18.106913897009033,-0.0,13.796851956392622,-0.0,33.69468887881698,47.749872429852005,13.159620711506104,19.869859329309335,5.332329615227072,-0.0,-0.0,-0.0,186.79224930643727
t28,0.0,-0.0,-0.0,19.759999999999998,2.180479939338833,25.4,-0.0,14.9242100727405,-0.0,32.20324959237421,56.323,13.925786869456982,16.307955344863526,5.123528796652254,-0.0,-0.0,-0.0,186.1482106154263
t29,0.0,-0.0,-0.0,19.759999999999998,-0.0,25.4,-0.0,13.873125177374664,-0.0,32.62299067618053,46.5749501736725,13.882848271264427,16.718269464642034,4.801146680529328,-0.0,-0.0,-0.0,173.63333044366345
t30,0.0,-0.0,9.685323591987144,19.759999999999998,0.6576714470167849,25.4,-0.0,15.041912072104786,-0.0,32.3968420834548,50.21950749384412,16.012940689526513,19.72130082854642,5.193367372027,-0.0,-0.0,-0.0,194.08886557850758
