Fuel,AnnualSum
No_fuel,0.0
new_england_coal,0.0
new_england_naturalgas,0.0
new_england_uranium,1.5606121858226958e8
middle_atlantic_naturalgas,0.0
middle_atlantic_uranium,7.005321560930158e8
middle_atlantic_coal,0.0
east_north_central_coal,0.0
east_north_central_naturalgas,0.0
east_north_central_uranium,1.4933900925419486e9
new_england_naturalgas_ccs100,2.3087266016891783e8
middle_atlantic_naturalgas_ccs100,6.944985383073082e8
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,1.1496306113790898e9
None,0.0
