Constraint,CapRes_1,CapRes_2,CapRes_3
t1,0.0,12.662039953404916,2.9733267493463025
t2,0.0,12.44108996836157,2.9733267493463025
t3,0.0,12.441089968361569,2.9733267493463025
t4,0.0,12.44108996836157,2.9733267493463025
t5,0.0,12.44108996836157,2.9733267493463025
t6,0.0,12.441089968361569,5.809198601978643
t7,0.0,12.44108996836157,5.809198601978643
t8,0.0,12.44108996836157,5.809198601978643
t9,0.0,1.255910675652283,6.420890954555633
t10,0.0,0.0,-0.0
t11,0.0,0.0,0.0
t12,-0.0,0.0,-0.0
t13,0.0,0.0,-0.0
t14,0.0,0.0,-0.0
t15,0.0,0.0,0.0
t16,0.0,0.0,0.0
t17,0.0,0.0,0.0
t18,0.0,16.995119229359627,5.809198601978643
t19,1.1876438490330932e-15,16.995119229359627,5.809198601978643
t20,1.1876438490330932e-15,16.995119229359627,5.809198601978643
t21,-0.0,16.995119229359627,5.809198601978643
t22,-1.2546083039554357e-15,16.995119229359627,5.809198601978643
t23,-0.0,16.995119229359627,5.809198601978643
t24,0.0,16.995119229359627,2.9733267493463025
t25,76.30141476371658,66.4769626782979,66.66311971980922
t26,58.42378847822891,63.412690088534724,48.15234766522082
t27,57.24858881041257,63.412690088534724,47.118398779326085
t28,57.24858881041257,63.412690088534724,47.118398779326085
t29,57.24858881041257,63.412690088534724,47.118398779326085
t30,58.42378847822891,63.412690088534724,48.15234766522082
t31,59.512058737220826,75.6625035761876,48.15234766522082
t32,72.41790992080664,66.36353736144785,59.512058737220826
t33,78.79586556886957,66.35965649840958,59.512058737220826
t34,104.19741119623684,66.35965649840958,59.512058737220826
t35,104.19741119623684,66.35965649840958,59.512058737220826
t36,104.19741119623684,66.35965649840958,59.512058737220826
t37,78.79586556886957,66.35965649840958,59.512058737220826
t38,104.19741119623684,70.11171388765504,59.512058737220826
t39,82.60220882723733,67.07458890243807,59.512058737220826
t40,94.64895565539933,76.50717796658046,59.512058737220826
t41,94.64895565539932,76.50717796658046,59.512058737220826
t42,96.89448309454615,78.75270540572728,61.75758617636765
t43,108.2278730263884,102.54214781242584,94.88477818183108
t44,111.34425888402066,111.87989741119067,97.87289174753626
t45,208.75352260361714,202.76109319749614,195.41675139665907
t46,111.34425888402066,111.87989741119067,97.87289174753626
t47,109.80368229880757,97.53580491631348,97.87289174753626
t48,97.67128386946602,92.75086194386098,97.87289174753626
t49,78.26686082175335,107.95292741953405,90.95780819017442
t50,78.26686082175337,107.95292741953405,90.95780819017442
t51,72.97027133121709,102.65633792899779,90.95780819017442
t52,72.9702713312171,102.65633792899779,90.95780819017442
t53,78.26686082175335,107.95292741953405,90.95780819017442
t54,88.86003980282588,118.54610640060658,90.95780819017442
t55,90.95780819017442,107.95292741953405,90.95780819017442
t56,84.32998240321712,101.32510163257675,102.390229242806
t57,0.0,15.946048547608088,-0.0
t58,0.0,15.946048547608088,0.0
t59,0.0,15.946048547608088,0.0
t60,0.0,15.946048547608088,0.0
t61,0.0,15.946048547608088,0.0
t62,0.0,15.946048547608088,0.0
t63,0.0,15.946048547608088,0.0
t64,0.0,15.946048547608088,0.0
t65,72.9702713312171,16.99511922935963,0.0
t66,115.06826850043379,144.75433509821448,109.76061807365646
t67,115.06826850043379,144.75433509821448,109.76061807365646
t68,115.06826850043379,144.75433509821448,109.76061807365646
t69,115.06826850043379,144.75433509821448,109.76061807365646
t70,115.06826850043379,144.75433509821448,109.76061807365646
t71,115.06826850043379,144.75433509821448,90.95780819017443
t72,114.71154859538093,144.3976151931616,90.95780819017443
