Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,800.0,1.3364e7
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1568.3730299744166,9.761553738560768e6
14,1153.2844490132604,8.869910697360987e6
15,88.69712657068868,407297.20521260245
16,318.00271066083394,4.445041889617137e6
17,0.0,0.0
