Period_Index,Rep_Period,Rep_Period_Index
1,52,4
2,44,3
3,353,12
4,34,1
5,38,2
6,52,4
7,38,2
8,38,2
9,315,10
10,149,6
11,52,4
12,353,12
13,44,3
14,353,12
15,353,12
16,52,4
17,353,12
18,44,3
19,38,2
20,34,1
21,325,11
22,38,2
23,44,3
24,38,2
25,34,1
26,315,10
27,353,12
28,38,2
29,38,2
30,34,1
31,44,3
32,44,3
33,52,4
34,34,1
35,315,10
36,315,10
37,44,3
38,34,1
39,315,10
40,38,2
41,315,10
42,52,4
43,44,3
44,44,3
45,315,10
46,315,10
47,315,10
48,52,4
49,38,2
50,125,5
51,34,1
52,52,4
53,44,3
54,34,1
55,353,12
56,44,3
57,34,1
58,52,4
59,34,1
60,38,2
61,52,4
62,44,3
63,52,4
64,38,2
65,38,2
66,44,3
67,44,3
68,38,2
69,34,1
70,52,4
71,38,2
72,44,3
73,38,2
74,125,5
75,125,5
76,125,5
77,125,5
78,125,5
79,125,5
80,125,5
81,125,5
82,125,5
83,52,4
84,325,11
85,44,3
86,34,1
87,44,3
88,44,3
89,125,5
90,325,11
91,315,10
92,44,3
93,34,1
94,52,4
95,34,1
96,125,5
97,149,6
98,52,4
99,44,3
100,38,2
101,125,5
102,125,5
103,125,5
104,149,6
105,149,6
106,44,3
107,44,3
108,34,1
109,125,5
110,52,4
111,149,6
112,52,4
113,44,3
114,44,3
115,125,5
116,125,5
117,44,3
118,34,1
119,125,5
120,125,5
121,149,6
122,125,5
123,125,5
124,125,5
125,125,5
126,125,5
127,125,5
128,149,6
129,325,11
130,44,3
131,149,6
132,149,6
133,149,6
134,325,11
135,149,6
136,125,5
137,34,1
138,125,5
139,125,5
140,125,5
141,149,6
142,315,10
143,125,5
144,125,5
145,125,5
146,125,5
147,125,5
148,125,5
149,149,6
150,185,7
151,125,5
152,52,4
153,149,6
154,149,6
155,149,6
156,34,1
157,234,8
158,234,8
159,125,5
160,185,7
161,125,5
162,125,5
163,149,6
164,149,6
165,125,5
166,125,5
167,125,5
168,125,5
169,125,5
170,125,5
171,149,6
172,185,7
173,185,7
174,234,8
175,234,8
176,185,7
177,268,9
178,268,9
179,185,7
180,185,7
181,185,7
182,185,7
183,234,8
184,234,8
185,185,7
186,185,7
187,234,8
188,185,7
189,234,8
190,234,8
191,234,8
192,234,8
193,234,8
194,234,8
195,234,8
196,185,7
197,185,7
198,185,7
199,185,7
200,234,8
201,185,7
202,234,8
203,234,8
204,268,9
205,185,7
206,185,7
207,149,6
208,185,7
209,234,8
210,234,8
211,234,8
212,234,8
213,234,8
214,234,8
215,185,7
216,185,7
217,268,9
218,185,7
219,234,8
220,234,8
221,234,8
222,325,11
223,185,7
224,185,7
225,234,8
226,234,8
227,234,8
228,234,8
229,185,7
230,234,8
231,234,8
232,234,8
233,234,8
234,234,8
235,234,8
236,234,8
237,234,8
238,234,8
239,234,8
240,185,7
241,234,8
242,234,8
243,268,9
244,185,7
245,234,8
246,234,8
247,325,11
248,325,11
249,234,8
250,234,8
251,268,9
252,234,8
253,268,9
254,234,8
255,234,8
256,234,8
257,234,8
258,268,9
259,234,8
260,234,8
261,268,9
262,34,1
263,185,7
264,234,8
265,268,9
266,268,9
267,234,8
268,268,9
269,149,6
270,234,8
271,325,11
272,234,8
273,234,8
274,268,9
275,315,10
276,315,10
277,315,10
278,234,8
279,268,9
280,315,10
281,315,10
282,325,11
283,268,9
284,34,1
285,268,9
286,315,10
287,268,9
288,353,12
289,268,9
290,234,8
291,268,9
292,149,6
293,268,9
294,268,9
295,268,9
296,315,10
297,315,10
298,315,10
299,315,10
300,325,11
301,353,12
302,268,9
303,353,12
304,315,10
305,315,10
306,268,9
307,353,12
308,268,9
309,325,11
310,325,11
311,325,11
312,353,12
313,325,11
314,315,10
315,315,10
316,52,4
317,325,11
318,325,11
319,315,10
320,325,11
321,325,11
322,325,11
323,325,11
324,325,11
325,325,11
326,325,11
327,315,10
328,353,12
329,353,12
330,325,11
331,325,11
332,325,11
333,325,11
334,315,10
335,325,11
336,315,10
337,315,10
338,315,10
339,353,12
340,315,10
341,315,10
342,315,10
343,315,10
344,353,12
345,325,11
346,325,11
347,315,10
348,315,10
349,315,10
350,353,12
351,315,10
352,353,12
353,353,12
354,315,10
355,353,12
356,353,12
357,38,2
358,315,10
359,325,11
360,353,12
361,353,12
362,34,1
363,52,4
364,353,12
365,353,12
