Fuel,AnnualSum
No_fuel,0.0
new_england_coal,4.803773759999998e7
new_england_naturalgas,5.0799088234214973e8
new_england_uranium,2.7916507875120425e8
middle_atlantic_naturalgas,1.4822148117909684e9
middle_atlantic_uranium,6.719794948799994e8
middle_atlantic_coal,0.0
east_north_central_coal,1.9138688955311406e9
east_north_central_naturalgas,1.3949978413542962e9
east_north_central_uranium,2.0803864003199964e9
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
