CO2_Cap,CO2_Price
CO2_Cap_1,-0.0
CO2_Cap_2,135542.57755609584
CO2_Cap_3,135527.2470210876
CO2_Cap_4,135527.2470210876
CO2_Cap_5,135527.2470210876
CO2_Cap_6,135527.2470210876
CO2_Cap_7,222224.42487778992
CO2_Cap_8,121439.51150557444
CO2_Cap_9,121439.51150557444
CO2_Cap_10,-0.0
CO2_Cap_11,-0.0
