Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.509956011894893e7
new_england_naturalgas,3.158420623784159e8
new_england_uranium,0.0
middle_atlantic_naturalgas,1.0002914408372867e9
middle_atlantic_uranium,5.999452972548697e8
middle_atlantic_coal,0.0
east_north_central_coal,2.2494150608657885e9
east_north_central_naturalgas,9.460493952405913e8
east_north_central_uranium,9.210270945914089e-10
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
