Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11
9000,1,1.0,1.0,9000,12,24,480.0,1,12206.941710545421,1044.097698586535,790.2299470269336,1566.1847067639223,178.44317511689783,967.6465783059051,1723.1271289520496,6589.203129422814,2047.2644150824262,14660.820225832393,55560.93730002633
,2,0.067,0.075,603,,,936.0,2,11498.03999647692,992.0967389889635,751.483188334,1487.6715411253663,170.28577282583964,919.7230912875937,1637.4805734301724,6258.825256638383,1944.28946193336,13961.475823463075,53834.32562856156
,,,,,,,648.0,3,10919.323963040797,948.2527926615992,717.834687363821,1422.4138450102027,162.12837053478145,878.9371448890308,1564.0692401257065,5980.451308273723,1858.6469266410672,13485.758991618828,52635.03863860872
,,,,,,,552.0,4,10464.691156457411,903.389219675459,684.1861863936418,1356.13649739324,154.99064353010556,837.1315498305038,1491.6775086726914,5697.998620738886,1773.0043913487746,13265.180887964552,52091.64310966023
,,,,,,,768.0,5,10233.814988460927,872.8004199121816,660.7342008689716,1310.2521798122657,149.89226709819417,809.6010360114739,1441.7170179515965,5504.258510155423,1713.8702598374296,13259.081954222958,52097.66967744895
,,,,,,,648.0,6,10197.200265783069,861.5845266656465,652.5769885125645,1292.9181042816754,147.85291652542963,798.384900751869,1423.36418462548,5432.880574677306,1692.4596260143562,13475.594102049507,52922.305036537124
,,,,,,,552.0,7,10398.581240511281,868.721913277078,657.6752462353189,1303.1146192996696,148.8725918118119,804.5027927116535,1435.5994068428909,5470.608912001454,1708.772489879555,13966.558268247734,54497.248085319414
,,,,,,,696.0000000000001,8,10681.32826563473,889.1144464525962,672.9700194035821,1333.7041643536525,151.93161767095873,823.8761172509709,1469.2462679407713,5597.049826276977,1748.5350955509766,14212.548595825316,56101.319545080456
,,,,,,,1416.0,9,10998.655862176154,907.4677263105626,687.2451410272945,1361.234754902237,154.99064353010556,840.190495810396,1500.8539253357496,5710.23483824942,1787.2781472308234,14575.435153450093,57466.33714922277
,,,,,,,480.0,10,11616.020769550014,934.9976460975123,707.6381719183121,1402.0208149742143,160.08901996201692,865.6817123094978,1544.696804948139,5882.561568189448,1838.255846809569,14818.376014156876,57940.427148601106
,,,,,,,792.0,11,12262.880870192148,974.7630857897728,737.2080667102877,1461.1606020785812,167.22674696669282,902.3890640682044,1609.9513234409978,6135.443396740493,1915.7419501692623,14988.129669964546,58136.29060173411
,,,,,,,792.0,12,12607.669508741963,1012.4892721644817,766.7779615022633,1519.2807376811486,173.34479868498647,938.076767166947,1672.1470363795036,6383.226801328817,1987.1107295795064,15130.438123935046,58370.32231752893
,,,,,,,,13,12789.726046501306,1041.0388186102073,788.1906439378319,1561.0864492549251,178.44317511689783,964.5876323260129,1718.0291196947949,6562.691324816656,2042.1666451245517,15267.664133120887,58919.74441426612
,,,,,,,,14,12858.887189337258,1058.3724718093977,801.4461140169933,1587.5973883017102,181.50220097604466,980.902010885438,1747.5975733868715,6673.83696720401,2076.8314808380987,15270.713599991683,59078.444032702086
,,,,,,,,15,12750.060096933628,1068.568738397157,809.6033263734004,1603.911812330501,183.5415515488092,991.0984974850788,1763.9112030100862,6746.2345874746725,2094.1638986948724,15247.334353982244,58990.054371801045
