Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Total
AnnualSum,0.0,162487.3995270075,69540.53680385537,94527.14252594743,98027.58779065526,189117.09964342456,168075.9057938728,336182.5474619371,173332.7612939069,466995.23371404695,414720.49940245296,323563.0294014845,284225.7898114533,137381.23907619412,6796.232961177808,116604.81524830109,133056.09471868866,3.1746339151744065e6
t1,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t2,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018639,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t3,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t4,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864011
t5,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864011
t6,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018649,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t7,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t8,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018649,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864013
t9,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018649,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t10,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018649,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t11,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t12,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t13,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t14,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t15,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879205,18.345159238677404,1.68,19.404,19.62,457.5324374864012
t16,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018638,36.71012377879197,18.345159238677404,1.68,19.404,19.62,457.5324374864011
t17,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018639,36.71012377879197,18.345159238677297,1.68,19.404,19.62,457.53243748640097
t18,-0.0,28.16,15.06,19.759999999999998,17.365933538745352,25.4,24.7,43.2,32.824999999999996,54.18,56.323,44.79922093018639,36.71012377879205,18.345159238677404,1.68,19.404,-0.0,437.9124374864012
