Period_Index,Rep_Period,Rep_Period_Index
1,33,2
2,2,1
3,2,1
4,34,3
5,33,2
6,2,1
7,2,1
8,33,2
9,123,5
10,33,2
11,33,2
12,353,12
13,2,1
14,353,12
15,34,3
16,33,2
17,2,1
18,2,1
19,33,2
20,34,3
21,321,11
22,33,2
23,2,1
24,2,1
25,34,3
26,33,2
27,2,1
28,33,2
29,2,1
30,34,3
31,2,1
32,2,1
33,33,2
34,34,3
35,123,5
36,123,5
37,2,1
38,34,3
39,123,5
40,94,4
41,123,5
42,33,2
43,2,1
44,2,1
45,123,5
46,123,5
47,123,5
48,94,4
49,33,2
50,123,5
51,34,3
52,33,2
53,2,1
54,34,3
55,2,1
56,2,1
57,34,3
58,94,4
59,34,3
60,33,2
61,33,2
62,2,1
63,33,2
64,33,2
65,34,3
66,2,1
67,2,1
68,34,3
69,34,3
70,94,4
71,33,2
72,2,1
73,34,3
74,123,5
75,123,5
76,123,5
77,123,5
78,123,5
79,123,5
80,123,5
81,179,6
82,123,5
83,33,2
84,321,11
85,2,1
86,34,3
87,2,1
88,2,1
89,123,5
90,321,11
91,123,5
92,94,4
93,34,3
94,94,4
95,94,4
96,94,4
97,94,4
98,94,4
99,2,1
100,94,4
101,94,4
102,94,4
103,123,5
104,179,6
105,2,1
106,2,1
107,94,4
108,179,6
109,123,5
110,94,4
111,179,6
112,33,2
113,2,1
114,2,1
115,123,5
116,94,4
117,2,1
118,179,6
119,94,4
120,123,5
121,34,3
122,123,5
123,123,5
124,123,5
125,123,5
126,123,5
127,123,5
128,269,9
129,321,11
130,2,1
131,94,4
132,179,6
133,179,6
134,321,11
135,321,11
136,179,6
137,179,6
138,179,6
139,179,6
140,179,6
141,179,6
142,123,5
143,123,5
144,123,5
145,94,4
146,179,6
147,179,6
148,179,6
149,269,9
150,185,7
151,123,5
152,94,4
153,179,6
154,179,6
155,179,6
156,179,6
157,220,8
158,220,8
159,94,4
160,179,6
161,123,5
162,94,4
163,269,9
164,179,6
165,179,6
166,179,6
167,220,8
168,123,5
169,123,5
170,123,5
171,179,6
172,185,7
173,185,7
174,220,8
175,220,8
176,94,4
177,269,9
178,94,4
179,179,6
180,269,9
181,185,7
182,185,7
183,220,8
184,220,8
185,185,7
186,185,7
187,220,8
188,185,7
189,220,8
190,220,8
191,220,8
192,220,8
193,220,8
194,220,8
195,220,8
196,185,7
197,185,7
198,185,7
199,185,7
200,220,8
201,185,7
202,220,8
203,220,8
204,185,7
205,185,7
206,185,7
207,269,9
208,185,7
209,220,8
210,220,8
211,220,8
212,220,8
213,220,8
214,220,8
215,220,8
216,185,7
217,269,9
218,185,7
219,220,8
220,220,8
221,220,8
222,269,9
223,185,7
224,185,7
225,220,8
226,220,8
227,220,8
228,220,8
229,185,7
230,220,8
231,220,8
232,220,8
233,220,8
234,220,8
235,220,8
236,220,8
237,220,8
238,220,8
239,297,10
240,185,7
241,220,8
242,220,8
243,269,9
244,185,7
245,220,8
246,297,10
247,297,10
248,321,11
249,220,8
250,220,8
251,269,9
252,220,8
253,269,9
254,220,8
255,220,8
256,220,8
257,220,8
258,269,9
259,220,8
260,220,8
261,269,9
262,185,7
263,185,7
264,297,10
265,297,10
266,185,7
267,297,10
268,94,4
269,269,9
270,220,8
271,321,11
272,297,10
273,297,10
274,269,9
275,297,10
276,297,10
277,297,10
278,297,10
279,269,9
280,297,10
281,297,10
282,321,11
283,269,9
284,34,3
285,269,9
286,185,7
287,353,12
288,353,12
289,269,9
290,297,10
291,94,4
292,269,9
293,185,7
294,94,4
295,353,12
296,297,10
297,297,10
298,297,10
299,297,10
300,297,10
301,353,12
302,353,12
303,353,12
304,297,10
305,297,10
306,269,9
307,353,12
308,353,12
309,321,11
310,321,11
311,321,11
312,353,12
313,321,11
314,297,10
315,297,10
316,33,2
317,321,11
318,321,11
319,297,10
320,321,11
321,321,11
322,321,11
323,321,11
324,321,11
325,321,11
326,321,11
327,297,10
328,2,1
329,353,12
330,321,11
331,297,10
332,321,11
333,321,11
334,321,11
335,321,11
336,297,10
337,321,11
338,297,10
339,353,12
340,321,11
341,297,10
342,297,10
343,33,2
344,353,12
345,321,11
346,321,11
347,321,11
348,297,10
349,123,5
350,353,12
351,353,12
352,353,12
353,353,12
354,33,2
355,353,12
356,2,1
357,353,12
358,297,10
359,321,11
360,353,12
361,353,12
362,34,3
363,33,2
364,2,1
365,353,12
