Fuel,AnnualSum
No_fuel,0.0
new_england_coal,3.638904686783999e7
new_england_naturalgas,3.8470924934794736e8
new_england_uranium,4.2759354184883475e7
middle_atlantic_naturalgas,1.126000185751188e9
middle_atlantic_uranium,4.695845020913781e8
middle_atlantic_coal,0.0
east_north_central_coal,2.0416364823474853e9
east_north_central_naturalgas,1.0588089129661765e9
east_north_central_uranium,6.419048672799428e8
new_england_naturalgas_ccs100,0.0
middle_atlantic_naturalgas_ccs100,0.0
east_north_central_naturalgas_ccs90,0.0
east_north_central_naturalgas_ccs100,0.0
None,0.0
