Line,New_Trans_Capacity,Cost_Trans_Capacity
1,-0.0,-0.0
2,800.0,1.3364e7
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,1576.012973156377,9.80910474492529e6
14,1228.206715428561,9.446137848361062e6
15,0.0,0.0
16,233.32999437360507,3.2614866613542517e6
17,0.0,0.0
